CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2017,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2017,CA-613,White,Alone,38
2017,CA-613,White,In_Combination,430
2017,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,33
2017,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,69
2017,CA-614,Asian or Asian American,Alone,*
2017,CA-614,Asian or Asian American,In_Combination,16
2017,CA-614,"Black, African American or African",Alone,73
2017,CA-614,"Black, African American or African",In_Combination,51
2017,CA-614,Hispanic/Latina/e/o,Alone,141
2017,CA-614,Hispanic/Latina/e/o,In_Combination,494
2017,CA-614,Native Hawaiian or Pacific Islander,Alone,*
2017,CA-614,Native Hawaiian or Pacific Islander,In_Combination,16
2017,CA-614,White,Alone,998
2017,CA-614,White,In_Combination,515
2018,All,"American Indian, Alaska Native, or Indigenous",Alone,2145
2018,All,"American Indian, Alaska Native, or Indigenous",In_Combination,7586
2018,All,Asian or Asian American,Alone,3058
2018,All,Asian or Asian American,In_Combination,1662
2018,All,"Black, African American or African",Alone,62642
2018,All,"Black, African American or African",In_Combination,8459
2018,All,Hispanic/Latina/e/o,Alone,5332
2018,All,Hispanic/Latina/e/o,In_Combination,64719
2018,All,Native Hawaiian or Pacific Islander,Alone,2022
2018,All,Native Hawaiian or Pacific Islander,In_Combination,2001
2018,All,White,Alone,57957
2018,All,White,In_Combination,61739
2018,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,120
2018,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,781
2018,CA-500,Asian or Asian American,Alone,436
2018,CA-500,Asian or Asian American,In_Combination,147
2018,CA-500,"Black, African American or African",Alone,1394
2018,CA-500,"Black, African American or African",In_Combination,416
2018,CA-500,Hispanic/Latina/e/o,Alone,310
2018,CA-500,Hispanic/Latina/e/o,In_Combination,4525
2018,CA-500,Native Hawaiian or Pacific Islander,Alone,159
2018,CA-500,Native Hawaiian or Pacific Islander,In_Combination,159
2018,CA-500,White,Alone,2411
2018,CA-500,White,In_Combination,4133
2018,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,91
2018,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,358
2018,CA-501,Asian or Asian American,Alone,237
2018,CA-501,Asian or Asian American,In_Combination,79
2018,CA-501,"Black, African American or African",Alone,2099
2018,CA-501,"Black, African American or African",In_Combination,305
2018,CA-501,Hispanic/Latina/e/o,Alone,299
2018,CA-501,Hispanic/Latina/e/o,In_Combination,1236
2018,CA-501,Native Hawaiian or Pacific Islander,Alone,133
2018,CA-501,Native Hawaiian or Pacific Islander,In_Combination,85
2018,CA-501,White,Alone,1044
2018,CA-501,White,In_Combination,1013
2018,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,80
2018,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,382
2018,CA-502,Asian or Asian American,Alone,147
2018,CA-502,Asian or Asian American,In_Combination,110
2018,CA-502,"Black, African American or African",Alone,3467
2018,CA-502,"Black, African American or African",In_Combination,511
2018,CA-502,Hispanic/Latina/e/o,Alone,40
2018,CA-502,Hispanic/Latina/e/o,In_Combination,1182
2018,CA-502,Native Hawaiian or Pacific Islander,Alone,95
2018,CA-502,Native Hawaiian or Pacific Islander,In_Combination,147
2018,CA-502,White,Alone,994
2018,CA-502,White,In_Combination,1050
2018,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,134
2018,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,448
2018,CA-503,Asian or Asian American,Alone,109
2018,CA-503,Asian or Asian American,In_Combination,111
2018,CA-503,"Black, African American or African",Alone,5011
2018,CA-503,"Black, African American or African",In_Combination,905
2018,CA-503,Hispanic/Latina/e/o,Alone,66
2018,CA-503,Hispanic/Latina/e/o,In_Combination,2022
2018,CA-503,Native Hawaiian or Pacific Islander,Alone,123
2018,CA-503,Native Hawaiian or Pacific Islander,In_Combination,112
2018,CA-503,White,Alone,3452
2018,CA-503,White,In_Combination,2101
2018,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,59
2018,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,406
2018,CA-504,Asian or Asian American,Alone,26
2018,CA-504,Asian or Asian American,In_Combination,35
2018,CA-504,"Black, African American or African",Alone,201
2018,CA-504,"Black, African American or African",In_Combination,110
2018,CA-504,Hispanic/Latina/e/o,Alone,36
2018,CA-504,Hispanic/Latina/e/o,In_Combination,773
2018,CA-504,Native Hawaiian or Pacific Islander,Alone,31
2018,CA-504,Native Hawaiian or Pacific Islander,In_Combination,47
2018,CA-504,White,Alone,1601
2018,CA-504,White,In_Combination,681
2018,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,45
2018,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,348
2018,CA-505,Asian or Asian American,Alone,49
2018,CA-505,Asian or Asian American,In_Combination,47
2018,CA-505,"Black, African American or African",Alone,1597
2018,CA-505,"Black, African American or African",In_Combination,250
2018,CA-505,Hispanic/Latina/e/o,Alone,52
2018,CA-505,Hispanic/Latina/e/o,In_Combination,737
2018,CA-505,Native Hawaiian or Pacific Islander,Alone,76
2018,CA-505,Native Hawaiian or Pacific Islander,In_Combination,59
2018,CA-505,White,Alone,1231
2018,CA-505,White,In_Combination,539
2018,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,23
2018,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,83
2018,CA-506,Asian or Asian American,Alone,31
2018,CA-506,Asian or Asian American,In_Combination,35
2018,CA-506,"Black, African American or African",Alone,198
2018,CA-506,"Black, African American or African",In_Combination,112
2018,CA-506,Hispanic/Latina/e/o,Alone,34
2018,CA-506,Hispanic/Latina/e/o,In_Combination,1566
2018,CA-506,Native Hawaiian or Pacific Islander,Alone,35
2018,CA-506,Native Hawaiian or Pacific Islander,In_Combination,40
2018,CA-506,White,Alone,634
2018,CA-506,White,In_Combination,1513
2018,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,14
2018,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,22
2018,CA-507,Asian or Asian American,Alone,14
2018,CA-507,Asian or Asian American,In_Combination,*
2018,CA-507,"Black, African American or African",Alone,285
2018,CA-507,"Black, African American or African",In_Combination,59
2018,CA-507,Hispanic/Latina/e/o,Alone,34
2018,CA-507,Hispanic/Latina/e/o,In_Combination,228
2018,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-507,Native Hawaiian or Pacific Islander,In_Combination,13
2018,CA-507,White,Alone,685
2018,CA-507,White,In_Combination,238
2018,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,32
2018,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,162
2018,CA-508,Asian or Asian American,Alone,15
2018,CA-508,Asian or Asian American,In_Combination,20
2018,CA-508,"Black, African American or African",Alone,115
2018,CA-508,"Black, African American or African",In_Combination,52
2018,CA-508,Hispanic/Latina/e/o,Alone,43
2018,CA-508,Hispanic/Latina/e/o,In_Combination,640
2018,CA-508,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-508,Native Hawaiian or Pacific Islander,In_Combination,23
2018,CA-508,White,Alone,896
2018,CA-508,White,In_Combination,583
2018,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,39
2018,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,47
2018,CA-509,Asian or Asian American,Alone,*
2018,CA-509,Asian or Asian American,In_Combination,*
2018,CA-509,"Black, African American or African",Alone,21
2018,CA-509,"Black, African American or African",In_Combination,*
2018,CA-509,Hispanic/Latina/e/o,Alone,*
2018,CA-509,Hispanic/Latina/e/o,In_Combination,82
2018,CA-509,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-509,White,Alone,449
2018,CA-509,White,In_Combination,91
2018,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,69
2018,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,314
2018,CA-510,Asian or Asian American,Alone,71
2018,CA-510,Asian or Asian American,In_Combination,76
2018,CA-510,"Black, African American or African",Alone,637
2018,CA-510,"Black, African American or African",In_Combination,330
2018,CA-510,Hispanic/Latina/e/o,Alone,155
2018,CA-510,Hispanic/Latina/e/o,In_Combination,2497
2018,CA-510,Native Hawaiian or Pacific Islander,Alone,57
2018,CA-510,Native Hawaiian or Pacific Islander,In_Combination,77
2018,CA-510,White,Alone,2376
2018,CA-510,White,In_Combination,2473
2018,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,73
2018,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,265
2018,CA-511,Asian or Asian American,Alone,203
2018,CA-511,Asian or Asian American,In_Combination,115
2018,CA-511,"Black, African American or African",Alone,3118
2018,CA-511,"Black, African American or African",In_Combination,448
2018,CA-511,Hispanic/Latina/e/o,Alone,239
2018,CA-511,Hispanic/Latina/e/o,In_Combination,2585
2018,CA-511,Native Hawaiian or Pacific Islander,Alone,105
2018,CA-511,Native Hawaiian or Pacific Islander,In_Combination,116
2018,CA-511,White,Alone,2366
2018,CA-511,White,In_Combination,2593
2018,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,32
2018,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,221
2018,CA-512,Asian or Asian American,Alone,195
2018,CA-512,Asian or Asian American,In_Combination,62
2018,CA-512,"Black, African American or African",Alone,633
2018,CA-512,"Black, African American or African",In_Combination,127
2018,CA-512,Hispanic/Latina/e/o,Alone,83
2018,CA-512,Hispanic/Latina/e/o,In_Combination,1325
2018,CA-512,Native Hawaiian or Pacific Islander,Alone,327
2018,CA-512,Native Hawaiian or Pacific Islander,In_Combination,49
2018,CA-512,White,Alone,1014
2018,CA-512,White,In_Combination,1190
2018,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,50
2018,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,104
2018,CA-513,Asian or Asian American,Alone,24
2018,CA-513,Asian or Asian American,In_Combination,17
2018,CA-513,"Black, African American or African",Alone,342
2018,CA-513,"Black, African American or African",In_Combination,78
2018,CA-513,Hispanic/Latina/e/o,Alone,108
2018,CA-513,Hispanic/Latina/e/o,In_Combination,1380
2018,CA-513,Native Hawaiian or Pacific Islander,Alone,12
2018,CA-513,Native Hawaiian or Pacific Islander,In_Combination,18
2018,CA-513,White,Alone,971
2018,CA-513,White,In_Combination,1303
2018,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,62
2018,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,102
2018,CA-514,Asian or Asian American,Alone,54
2018,CA-514,Asian or Asian American,In_Combination,*
2018,CA-514,"Black, African American or African",Alone,631
2018,CA-514,"Black, African American or African",In_Combination,110
2018,CA-514,Hispanic/Latina/e/o,Alone,47
2018,CA-514,Hispanic/Latina/e/o,In_Combination,1207
2018,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-514,Native Hawaiian or Pacific Islander,In_Combination,20
2018,CA-514,White,Alone,807
2018,CA-514,White,In_Combination,1146
2018,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,23
2018,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,117
2018,CA-515,Asian or Asian American,Alone,13
2018,CA-515,Asian or Asian American,In_Combination,22
2018,CA-515,"Black, African American or African",Alone,105
2018,CA-515,"Black, African American or African",In_Combination,84
2018,CA-515,Hispanic/Latina/e/o,Alone,18
2018,CA-515,Hispanic/Latina/e/o,In_Combination,283
2018,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-515,Native Hawaiian or Pacific Islander,In_Combination,26
2018,CA-515,White,Alone,935
2018,CA-515,White,In_Combination,360
2018,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,12
2018,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,27
2018,CA-516,Asian or Asian American,Alone,*
2018,CA-516,Asian or Asian American,In_Combination,*
2018,CA-516,"Black, African American or African",Alone,22
2018,CA-516,"Black, African American or African",In_Combination,12
2018,CA-516,Hispanic/Latina/e/o,Alone,*
2018,CA-516,Hispanic/Latina/e/o,In_Combination,33
2018,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-516,White,Alone,420
2018,CA-516,White,In_Combination,65
2018,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,91
2018,CA-517,Asian or Asian American,Alone,*
2018,CA-517,Asian or Asian American,In_Combination,*
2018,CA-517,"Black, African American or African",Alone,33
2018,CA-517,"Black, African American or African",In_Combination,14
2018,CA-517,Hispanic/Latina/e/o,Alone,*
2018,CA-517,Hispanic/Latina/e/o,In_Combination,312
2018,CA-517,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-517,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-517,White,Alone,521
2018,CA-517,White,In_Combination,261
2018,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,13
2018,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,67
2018,CA-518,Asian or Asian American,Alone,*
2018,CA-518,Asian or Asian American,In_Combination,19
2018,CA-518,"Black, African American or African",Alone,364
2018,CA-518,"Black, African American or African",In_Combination,58
2018,CA-518,Hispanic/Latina/e/o,Alone,24
2018,CA-518,Hispanic/Latina/e/o,In_Combination,132
2018,CA-518,Native Hawaiian or Pacific Islander,Alone,14
2018,CA-518,Native Hawaiian or Pacific Islander,In_Combination,14
2018,CA-518,White,Alone,266
2018,CA-518,White,In_Combination,141
2018,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,42
2018,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,70
2018,CA-519,Asian or Asian American,Alone,*
2018,CA-519,Asian or Asian American,In_Combination,*
2018,CA-519,"Black, African American or African",Alone,111
2018,CA-519,"Black, African American or African",In_Combination,53
2018,CA-519,Hispanic/Latina/e/o,Alone,*
2018,CA-519,Hispanic/Latina/e/o,In_Combination,179
2018,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-519,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-519,White,Alone,1032
2018,CA-519,White,In_Combination,220
2018,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,15
2018,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,26
2018,CA-520,Asian or Asian American,Alone,*
2018,CA-520,Asian or Asian American,In_Combination,*
2018,CA-520,"Black, African American or African",Alone,184
2018,CA-520,"Black, African American or African",In_Combination,12
2018,CA-520,Hispanic/Latina/e/o,Alone,*
2018,CA-520,Hispanic/Latina/e/o,In_Combination,288
2018,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-520,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-520,White,Alone,383
2018,CA-520,White,In_Combination,286
2018,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,14
2018,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2018,CA-521,Asian or Asian American,Alone,*
2018,CA-521,Asian or Asian American,In_Combination,*
2018,CA-521,"Black, African American or African",Alone,187
2018,CA-521,"Black, African American or African",In_Combination,63
2018,CA-521,Hispanic/Latina/e/o,Alone,13
2018,CA-521,Hispanic/Latina/e/o,In_Combination,309
2018,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-521,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-521,White,Alone,368
2018,CA-521,White,In_Combination,266
2018,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,68
2018,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,124
2018,CA-522,Asian or Asian American,Alone,*
2018,CA-522,Asian or Asian American,In_Combination,*
2018,CA-522,"Black, African American or African",Alone,47
2018,CA-522,"Black, African American or African",In_Combination,26
2018,CA-522,Hispanic/Latina/e/o,Alone,20
